assessid,stockid,mgmt,assessor,country,region,area,area_code,stocklong,species,comm_name1,comm_name2,shp_source,shp_path,zone_col,zones,notes
NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN,RROCKLOBSTERCRA3,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA3,CRA3,Red rock lobster New Zealand area CRA3,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA3,
NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN,RROCKLOBSTERCRA4,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA4,CRA4,Red rock lobster New Zealand area CRA4,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA4,
NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN,RROCKLOBSTERCRA5,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA5,CRA5,Red rock lobster New Zealand area CRA5,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA5,
NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN,RROCKLOBSTERCRA7,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA7,CRA7,Red rock lobster New Zealand area CRA7,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA7,
NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN,RROCKLOBSTERCRA8,MFish,NZMFishLOBSTERWG,New Zealand,New Zealand,New Zealand Area CRA8,CRA8,Red rock lobster New Zealand area CRA8,Jasus edwardsii,Red rock lobster,NA,Phil Neubauer,new_zealand/qma/QMA_Spiny_rock_lobster_region.shp,CODE,CRA8,
NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN,GEMFISHNZ,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand,NZ,common gemfish New Zealand,Rexea solandri,common gemfish,hake,Phil Neubauer,new_zealand/qma/QMA_Gemfish_region.shp,CODE,"SKI1, SKI2",
NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN,NZLINGLIN6b,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand Areas LIN 6b,LIN6b,New Zealand ling New Zealand Area LIN 6b,Genypterus blacodes,New Zealand ling,NA,Phil Neubauer,new_zealand/qma/QMA_Ling_region.shp,CODE,LIN6 (part),
NZMFishMIDDEPTHSWG-NZLINGLIN72-1968-2010-FU,NZLINGLIN72,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand Areas LIN 72,LIN72,New Zealand ling New Zealand Area LIN 72,Genypterus blacodes,New Zealand ling,NA,Phil Neubauer,new_zealand/qma/QMA_Ling_region.shp,CODE,"LIN2 (part), LIN7 (part)",
NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1968-2012-FU,NZLINGLIN7WC,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand Areas LIN 7WC-WCSI,LIN7WC-WCSI,New Zealand ling New Zealand Area LIN 7WC - WCSI,Genypterus blacodes,New Zealand ling,NA,Phil Neubauer,new_zealand/qma/QMA_Ling_region.shp,CODE,LIN7,
NZMFishMIDDEPTHSWG-SBWHITACIR-1977-2013-FU,SBWHITACIR,MFish,NZMFishMIDDEPTHSWG,New Zealand,New Zealand,New Zealand - Campbell Island Rise,CIR,Southern blue whiting Campbell Island Rise,Micromesistius australis,Southern blue whiting,NA,Phil Neubauer,new_zealand/qma/QMA_Southern_blue_whiting_region.shp,CODE,SBW6I,
NZMFishSHELLFISHWG-PAUAPAU5B-1965-2013-FU,PAUAPAU5B,MFish,NZMFishSHELLFISHWG,New Zealand,New Zealand,New Zealand Area PAU 5B (Stewart Island),PAU5B,New Zealand abalone species New Zealand Area PAU 5B,Haliotis iris,Blackfoot abalone,NA,Phil Neubauer,new_zealand/qma/QMA_Paua_region.shp,CODE,PAU5B,
NZMFishSHELLFISHWG-PAUAPAU5D-1965-2012-FU,PAUAPAU5D,MFish,NZMFishSHELLFISHWG,New Zealand,New Zealand,New Zealand Area PAU 5D (Otago),PAU5D,New Zealand abalone species New Zealand Area PAU 5D,Haliotis iris,Blackfoot abalone,NA,Phil Neubauer,new_zealand/qma/QMA_Paua_region.shp,CODE,PAU5D,
PFMC-BNKROCKCAL-1979-1999-CHING,BNKROCKCAL,NMFS,PFMC,USA,US West Coast,California,CAL,Bank Rockfish California,Sebastes rufus,Bank Rockfish,,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to Bank Rockfish
PFMC-BOCACCSPCOAST-1930-2009-CHING,BOCACCSPCOAST,NMFS,PFMC,USA,US West Coast,Southern Pacific Coast,SPCOAST,Bocaccio Southern Pacific Coast,Sebastes paucispinis,Bocaccio,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to Conception/Monterey/Eureka
PFMC-CABEZNCAL-1930-2009-CHING,CABEZNCAL,NMFS,PFMC,USA,US West Coast,Northern California,NCAL,Cabezon Northern California,Scorpaenichthys marmoratus,Cabezon,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to CA-North
PFMC-CABEZSCAL-1930-2009-CHING,CABEZSCAL,NMFS,PFMC,USA,US West Coast,Southern California,SCAL,Cabezon Southern California,Scorpaenichthys marmoratus,Cabezon,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to CA-South
PFMC-COWCODSCAL-1900-2015-HIVELY,COWCODSCAL,NMFS,PFMC,USA,US West Coast,Southern California,SCAL,Cowcod Southern California,Sebastes levis,Cowcod,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Clip to CA-South
PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,GRNSTROCKPCOAST,NMFS,PFMC,USA,US West Coast,Pacific Coast,PCOAST,Greenstriped rockfish Pacific Coast,Sebastes elongatus,Greenstriped rockfish,,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast
PFMC-PHAKEPCOAST-1966-2016-WATSON,PHAKEPCOAST,NMFS,PFMC,USA,US West Coast,Pacific Coast,PCOAST,Pacific hake Pacific Coast,Merluccius productus,Pacific hake,North Pacific hake,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast
PFMC-PSOLEPCOAST-1930-2011-CHING,PSOLEPCOAST,NMFS,PFMC,USA,US West Coast,Pacific Coast,PCOAST,Petrale sole Pacific Coast,Eopsetta jordani,Petrale sole,NA,NOAA EFH GIS Data Inventory,usa/noaa_wc_efh/noaa_wc_groundfish_efh_cmf.shp,use whole,use whole,Entire West Coast
SARDI-RROCKLOBSTERSAUSNZ-1966-2010-BANOBI,RROCKLOBSTERSAUSNZ,SARDI,SARDI,Australia,Australia,South Australia Northern Zone,SAUSNZ,Rock Lobster South Australia Northern Zone,Jasus edwardsii,Red rock lobster,NA,Atlas of Living Australia,australia/processed/rock_lobster_zones_erase.shp,NA,North,
